No,Date en,Date,チーム,Opp,対戦相手,W/L,得点,失点,イニング,ゲーム差,勝投手,負投手,セーブ,試合時間,観客数,連勝（連敗）,打席数,ヒット数,二塁打数,三塁打数,ホームラン数,打点,,GAME,Name,OPP,SCORE,打席数,ヒット,2塁打,３塁打,ホームラン,打点,四球,デッドボール,三振,盗塁,盗塁失敗,打順,第1,第2,第3,第4,第5,第6,第7
85,"Sunday, Jun 30",6月30日,LAD,San Francisco Giants@SFL,ジャイアンツ,L,4,10,,up 7.5,Bivens,Paxton,,2:27,"40,428",-,35,8,3,0,1,4,,6月30日,Ohtani,SFGSFG,L,5,0,0,0,0,0,0,0,3,0,0,1指,一ゴ,空振,空振,右飛,空振,,
86,"Tuesday, Jul 2",7月2日,LAD,Arizona DiamondbacksAZW,ダイヤモンドバックス,W-wo,6,5,,up 8.5,Phillips,Sewald,,2:44,"52,931",+,37,12,4,0,1,6,,7月2日,Ohtani,ARIARI,W,5,3,1,0,1,2,0,0,2,0,0,1指,左2,空振,中安,右本,空振,,
87,"Wednesday, Jul 3",7月3日,LAD,Arizona DiamondbacksAZL,ダイヤモンドバックス,L,4,12,,up 7.5,Jarvis,Yarbrough,,3:23,"47,965",-,30,6,1,0,2,4,,7月3日,Ohtani,ARIARI,L,4,1,0,0,0,0,0,0,1,0,0,1指,中安,空振,右直,中飛,,,
88,"Thursday, Jul 4",7月4日,LAD,Arizona DiamondbacksAZL,ダイヤモンドバックス,L,3,9,,up 6.5,Martinez,Knack,,2:48,"52,320",--,33,6,0,0,0,3,,7月4日,Ohtani,ARIARI,L,3,0,0,0,0,0,1,0,3,1,0,1指,四球,空振,三振,空振,,,
89,"Friday, Jul 5",7月5日,LAD,Milwaukee BrewersMILW,ブリュワーズ,W,8,5,,up 6.5,Hudson,Peguero,Phillips,2:30,"49,885",+,34,10,1,0,4,8,,7月5日,Ohtani,MILMIL,W,5,0,0,0,0,0,0,0,3,0,0,1指,空振,見振,空振,左直,一ゴ,,
90,"Saturday, Jul 6",7月6日,LAD,Milwaukee BrewersMILW,ブリュワーズ,W,5,3,,up 7.5,Phillips,Hudson,Vesia,2:42,"50,086",++,35,9,0,1,3,5,,7月6日,Ohtani,MILMIL,W,2,2,0,1,1,1,2,1,0,1,0,1指,四球,死球,四球,右3,中本,,
91,"Sunday, Jul 7",7月7日,LAD,Milwaukee BrewersMILL,ブリュワーズ,L,2,9,,up 7.5,Junis,Wrobleski,,2:53,"43,528",-,35,7,2,0,1,2,,7月7日,Ohtani,MILMIL,L,5,1,0,0,0,0,0,0,2,2,0,1指,二ゴ,中安,二ゴ,見振,空振,,
92,"Tuesday, Jul 9",7月9日,LAD,Philadelphia Phillies@PHIL,フィリーズ,L,1,10,,up 7.5,Wheeler,Miller,,2:49,"43,065",--,33,7,0,0,1,1,,7月9日,Ohtani,PHIPHI,L,2,1,0,0,0,0,1,0,1,1,0,1指,空振,左安,四球,,,,
93,"Wednesday, Jul 10",7月10日,LAD,Philadelphia Phillies@PHIL,フィリーズ,L,3,4,,up 7.5,S?nchez,Stone,Hoffman,2:30,"42,912",---,35,9,2,0,0,3,,7月10日,Ohtani,PHIPHI,L,4,2,0,0,0,1,0,0,1,1,0,1指,右安,遊ゴ,中安,空振,,,
94,"Thursday, Jul 11",7月11日,LAD,Philadelphia Phillies@PHIL,フィリーズ,L,1,5,,up 7.0,Nola,Banda,,2:43,"44,020",----,31,5,1,0,1,1,,7月11日,Ohtani,PHIPHI,L,4,0,0,0,0,0,0,0,2,0,0,1指,右飛,空振,空振,ニゴ,,,
95,"Friday, Jul 12",7月12日,LAD,Detroit Tigers@DETW,タイガース,W,4,3,,up 8.0,Petersen,Foley,Hudson,2:58,"42,060",+,37,9,1,0,1,4,,7月12日,Ohtani,DETDET,W,5,1,1,0,0,1,0,0,1,0,0,1指,三ゴ,中飛,左飛,空振,中2,,
96,"Saturday, Jul 13",7月13日,LAD,Detroit Tigers@DETL,タイガース,L-wo,9,11,10,up 7.0,Vest,Ram?rez,,3:11,"40,196",-,38,12,1,1,2,9,,7月13日,Ohtani,DETDET,L,4,2,0,1,1,2,2,0,1,1,0,1指,右3,空振,右本,ニゴ,四球,敬遠,
97,"Sunday, Jul 14",7月14日,LAD,Detroit Tigers@DETL,タイガース,L-wo,3,4,,up 7.0,Faedo,Ram?rez,,2:52,"35,159",--,32,7,2,0,0,2,,7月14日,Ohtani,DETDET,L,4,2,0,0,0,0,0,0,0,0,1,1指,中直,右直,遊安,右安,,,
98,"Friday, Jul 19",7月19日,LAD,Boston Red SoxBOSW,レッドソックス,W,4,1,,up 7.0,Yarbrough,Bernardino,Hudson,2:36,"51,562",+,28,4,2,0,1,4,,7月19日,Ohtani,BOSBOS,W,4,1,1,0,0,0,0,0,3,0,0,1指,空振,空振,空振,左2,,,
99,"Saturday, Jul 20",7月20日,LAD,Boston Red SoxBOSW,レッドソックス,W-wo,7,6,11,up 7.0,Treinen,Weissert,,3:30,"48,129",++,39,12,4,0,2,7,,7月20日,Ohtani,BOSBOS,W,4,1,1,0,0,0,2,0,0,0,0,1指,一ゴ,三邪,左2,三飛,敬遠,敬遠,
100,"Sunday, Jul 21",7月21日,LAD,Boston Red SoxBOSW,レッドソックス,W,9,6,,up 8.0,Paxton,Crawford,Hudson,2:42,"50,824",+++,34,10,2,0,6,9,,7月21日,Ohtani,BOSBOS,W,3,1,0,0,1,1,1,0,1,0,0,1指,空振,左飛,中本,四球,,,
101,"Monday, Jul 22",7月22日,LAD,San Francisco GiantsSFW,ジャイアンツ,W,3,2,,up 8.5,Treinen,Miller,Hudson,2:26,"49,576",++++,29,6,1,0,1,3,,7月22日,Ohtani,SFGSFG,W,3,0,0,0,0,0,1,0,2,0,1,1指,四球,空振,一ゴ,空振,,,
102,"Tuesday, Jul 23",7月23日,LAD,San Francisco GiantsSFW,ジャイアンツ,W,5,2,,up 8.5,Knack,Hicks,Phillips,2:55,"52,627",+++++,31,9,2,0,0,5,,7月23日,Ohtani,SFGSFG,W,5,2,1,0,0,3,0,0,3,1,0,1指,空振,空振,右2,空振,中安,,
103,"Wednesday, Jul 24",7月24日,LAD,San Francisco GiantsSFL,ジャイアンツ,L,3,8,,up 7.5,Ray,Glasnow,,2:51,"54,070",-,31,5,2,0,0,3,,7月24日,Ohtani,SFGSFG,L,4,0,0,0,0,0,0,0,3,0,0,1指,左飛,空振,空振,三振,,,
104,"Thursday, Jul 25",7月25日,LAD,San Francisco GiantsSFW,ジャイアンツ,W,6,4,,up 7.5,Treinen,Rogers,Honeywell,2:38,"52,291",+,36,14,3,0,2,5,,7月25日,Ohtani,SFGSFG,W,4,2,1,0,1,1,1,0,0,0,0,1指,四球,投ゴ,左2,中飛,右本,,
105,"Friday, Jul 26",7月26日,LAD,Houston Astros@HOUL,アストロズ,L,0,5,,up 6.5,Valdez,Stone,,2:38,"41,452",-,32,6,1,0,0,0,,7月26日,Ohtani,HOUHOU,L,3,2,1,0,0,0,1,0,0,1,0,1指,中2,左直,四球,中安,,,
106,"Saturday, Jul 27",7月27日,LAD,Houston Astros@HOUL,アストロズ,L-wo,6,7,,up 5.5,Hader,Treinen,,2:50,"41,819",--,34,7,1,0,2,6,,7月27日,Ohtani,HOUHOU,L,3,2,0,0,1,2,2,0,0,1,0,1指,左飛,右本,四球,左安,四球,,
107,"Sunday, Jul 28",7月28日,LAD,Houston Astros@HOUW,アストロズ,W,6,2,,up 6.5,Ryan,Arrighetti,,2:46,"41,418",+,34,8,0,0,3,6,,7月28日,Ohtani,HOUHOU,W,4,0,0,0,0,0,1,0,2,1,0,1指,中飛,空振,右飛,見振,四球,,
108,"Tuesday, Jul 30",7月30日,LAD,San Diego Padres@SDL,パドレス,L-wo,5,6,10,up 5.5,Suarez,Vesia,,2:48,"47,559",-,36,7,1,0,1,5,,7月30日,Ohtani,SDPSDP,L,4,0,0,0,0,0,1,0,2,1,0,1指,四球,中飛,空振,右直,三振,,
109,"Wednesday, Jul 31",7月31日,LAD,San Diego Padres@SDL,パドレス,L,1,8,,up 4.5,Cease,Kershaw,,2:35,"46,997",--,29,3,1,0,0,1,,7月31日,Ohtani,SDPSDP,L,3,0,0,0,0,0,1,0,0,0,0,1指,ニゴ,四球,ニゴ,ニ直,,,
110,"Friday, Aug 2",8月2日,LAD,Oakland Athletics@OAKL,アスレチックス,L,5,6,,up 4.0,Estes,Stone,,2:27,"21,060",---,33,6,1,0,2,5,,8月2日,Ohtani,OAKOAK,L,5,1,0,0,1,3,0,0,0,0,0,1指,中飛,中飛,三飛,一ゴ,右本,,
111,"Saturday, Aug 3",8月3日,LAD,Oakland Athletics@OAKW,アスレチックス,W,10,0,,up 4.5,Flaherty,Spence,,2:47,"35,207",+,40,14,2,0,0,9,,8月3日,Ohtani,OAKOAK,W,5,2,0,0,0,0,1,0,3,3,0,1指,四球,空振,二安,三振,中安,三振,
112,"Sunday, Aug 4",8月4日,LAD,Oakland Athletics@OAKW,アスレチックス,W,3,2,,up 4.5,Vesia,Bido,Banda,2:27,"25,544",++,30,6,3,0,0,3,,8月4日,Ohtani,OAKOAK,W,4,0,0,0,0,0,0,0,2,0,0,1指,三振,左飛,右飛,空振,,,
113,"Monday, Aug 5",8月5日,LAD,Philadelphia PhilliesPHIW,フィリーズ,W,5,3,,up 5.0,Glasnow,Nola,Hudson,2:25,"48,178",+++,30,9,4,0,2,5,,8月5日,Ohtani,PHIPHI,W,3,2,1,0,1,2,0,0,0,1,0,1指,三邪,右犠,右2,中本,,,
114,"Tuesday, Aug 6",8月6日,LAD,Philadelphia PhilliesPHIL,フィリーズ,L,2,6,,up 4.0,S?nchez,Kershaw,,2:52,"47,150",-,35,7,3,0,1,2,,8月6日,Ohtani,PHIPHI,L,4,0,0,0,0,0,0,0,0,0,0,1指,二ゴ,左飛,二直,右飛,,,
115,"Wednesday, Aug 7",8月7日,LAD,Philadelphia PhilliesPHIL,フィリーズ,L,4,9,,up 3.0,Phillips,Vesia,,2:49,"45,003",--,34,8,1,0,0,4,,8月7日,Ohtani,PHIPHI,L,5,0,0,0,0,0,0,0,0,0,0,1指,二ゴ,一ゴ,二飛,遊ゴ,三邪,,
116,"Friday, Aug 9",8月9日,LAD,Pittsburgh PiratesPITW,パイレーツ,W,9,5,,up 2.5,Flaherty,Keller,,2:42,"48,664",+,32,8,2,0,3,9,,8月9日,Ohtani,PITPIT,W,4,1,0,0,1,2,0,0,1,0,0,1指,空振,中本,遊飛,中直,,,
117,"Saturday, Aug 10",8月10日,LAD,Pittsburgh PiratesPITW,パイレーツ,W,4,1,,up 2.5,Kopech,Skenes,,2:29,"50,697",++,32,8,2,0,1,4,,8月10日,Ohtani,PITPIT,W,3,0,0,0,0,0,1,0,2,0,0,1指,一ゴ,空振,空振,敬遠,,,
118,"Sunday, Aug 11",8月11日,LAD,Pittsburgh PiratesPITW,パイレーツ,W-wo,6,5,10,up 3.5,Phillips,Bednar,,3:24,"50,389",+++,40,13,6,1,0,6,,8月11日,Ohtani,PITPIT,W,6,1,0,1,0,0,0,0,0,0,0,1指,左飛,中飛,一ゴ,右3,遊飛,三邪,
119,"Monday, Aug 12",8月12日,LAD,Milwaukee Brewers@MILW,ブリュワーズ,W,5,2,,up 3.5,Kershaw,Peralta,Hudson,2:29,"33,618",++++,32,6,0,0,2,5,,8月12日,Ohtani,MILMIL,W,3,1,0,0,1,2,1,0,0,1,0,1指,中直,二ゴ,中本,四球,,,
120,"Tuesday, Aug 13",8月13日,LAD,Milwaukee Brewers@MILW,ブリュワーズ,W,7,2,,up 3.5,Stone,Rea,Knack,2:34,"29,174",+++++,40,13,3,0,4,7,,8月13日,Ohtani,MILMIL,W,5,1,0,0,1,1,0,0,2,0,0,1指,中飛,左本,三振,三ゴ,三振,,
121,"Wednesday, Aug 14",8月14日,LAD,Milwaukee Brewers@MILL,ブリュワーズ,L,4,5,,up 2.5,Payamps,Honeywell,Williams,2:59,"31,084",-,35,9,2,0,0,4,,8月14日,Ohtani,MILMIL,L,4,0,0,0,0,0,1,0,1,2,0,1指,三失,四球,左直,三振,左飛,,
122,"Thursday, Aug 15",8月15日,LAD,Milwaukee Brewers@MILL,ブリュワーズ,L,4,6,,up 2.0,Hudson,Hudson,Williams,2:41,"40,447",--,36,10,1,0,0,4,,8月15日,Ohtani,MILMIL,L,5,1,0,0,0,0,0,0,1,0,0,1指,左飛,一ゴ,右安,中直,三振,,
123,"Friday, Aug 16",8月16日,LAD,St. Louis Cardinals@STLW,カージナルス,W,7,6,,up 3.0,Wrobleski,Mikolas,Kopech,2:39,"38,485",+,39,12,2,0,3,7,,8月16日,Ohtani,STLSTL,W,5,0,0,0,0,0,0,0,2,0,0,1指,空振,二直,左飛,遊ゴ,空振,,
124,"Saturday, Aug 17",8月17日,LAD,St. Louis Cardinals@STLL,カージナルス,L,2,5,,up 2.0,Pallante,Miller,Helsley,2:27,"41,929",-,30,4,0,0,1,2,,8月17日,Ohtani,STLSTL,L,3,1,0,0,1,1,1,0,1,2,0,1指,四球,振逃,右本,左飛,,,
125,"Sunday, Aug 18",8月18日,LAD,St. Louis Cardinals@STLW,カージナルス,W,2,1,,up 3.0,Kershaw,Gray,Kopech,2:27,"40,246",+,35,9,2,0,1,2,,8月18日,Ohtani,STLSTL,W,5,1,0,0,1,1,0,0,2,0,0,1指,空振,三飛,右本,三振,一ゴ,,
126,"Monday, Aug 19",8月19日,LAD,Seattle MarinersSEAW,マリナーズ,W,3,0,,up 3.0,Stone,Woo,Phillips,2:15,"51,348",++,28,4,0,0,2,3,,8月19日,Ohtani,SEASEA,W,3,1,0,0,0,0,1,0,0,0,0,1指,左安,中飛,二ゴ,四球,,,
127,"Tuesday, Aug 20",8月20日,LAD,Seattle MarinersSEAW,マリナーズ,W,6,3,,up 3.0,Kelly,Mu?oz,Hudson,3:11,"48,395",+++,33,10,3,1,3,6,,8月20日,Ohtani,SEASEA,W,5,2,0,1,0,0,0,0,1,1,0,1指,空振,右3,投ゴ,一直,右安,,
128,"Wednesday, Aug 21",8月21日,LAD,Seattle MarinersSEAW,マリナーズ,W,8,4,,up 4.0,Flaherty,Gilbert,,2:47,"45,295",++++,35,10,5,1,0,8,,8月21日,Ohtani,SEASEA,W,4,1,0,0,0,0,1,0,1,1,0,1指,空振,四球,右安,左飛,一ゴ,,
129,"Friday, Aug 23",8月23日,LAD,Tampa Bay RaysTBW,レイズ,W-wo,7,3,,up 4.0,Kopech,Rodr?guez,,2:27,"45,556",+++++,32,9,0,0,2,7,,8月23日,Ohtani,TBRTBR,W,5,2,0,0,1,4,0,0,0,1,0,1指,一直,遊安,遊ゴ,二ゴ,中本,,
130,"Saturday, Aug 24",8月24日,LAD,Tampa Bay RaysTBL,レイズ,L,8,9,10,up 3.0,Rodr?guez,Kelly,Cleavinger,2:50,"48,488",-,36,8,2,0,3,8,,8月24日,Ohtani,TBRTBR,L,4,2,0,0,1,2,0,0,0,0,0,1指,右安,打妨,右本,左飛,右飛,,
131,"Sunday, Aug 25",8月25日,LAD,Tampa Bay RaysTBW,レイズ,W,3,1,,up 3.0,Treinen,Lovelady,Banda,2:03,"52,464",+,28,5,0,0,2,3,,8月25日,Ohtani,TBRTBR,W,3,0,0,0,0,0,0,1,1,0,0,1指,右飛,空振,左直,死球,,,
132,"Tuesday, Aug 27",8月27日,LAD,Baltimore OriolesBALL,オリオールズ,L,2,3,,up 3.0,Bowman,Flaherty,Dom?nguez,2:41,"52,382",-,32,7,1,1,0,2,,8月27日,Ohtani,BALBAL,L,4,2,0,0,0,0,0,0,1,0,0,1指,右安,中安,三飛,三振,,,
133,"Wednesday, Aug 28",8月28日,LAD,Baltimore OriolesBALW,オリオールズ,W,6,4,,up 3.0,Banda,Burnes,Kopech,2:30,"53,290",+,31,5,0,0,2,5,,8月28日,Ohtani,BALBAL,W,4,2,0,0,1,1,0,0,1,2,0,1指,右本,右安,一ゴ,三振,,,
134,"Thursday, Aug 29",8月29日,LAD,Baltimore OriolesBALW,オリオールズ,W,6,3,,up 4.0,Miller,Povich,Phillips,2:55,"53,203",++,36,14,4,0,0,6,,8月29日,Ohtani,BALBAL,W,5,0,0,0,0,0,0,0,1,0,0,1指,中直,三振,中飛,中飛,左飛,,
135,"Friday, Aug 30",8月30日,LAD,Arizona Diamondbacks@AZW,ダイヤモンドバックス,W,10,9,,up 5.0,Brasier,Floro,,3:13,"46,606",+++,36,10,4,0,3,9,,8月30日,Ohtani,ARIARI,W,4,2,1,0,1,1,0,1,2,1,0,1指,右2,死球,空振,空振,左本,,
136,"Saturday, Aug 31",8月31日,LAD,Arizona Diamondbacks@AZW,ダイヤモンドバックス,W,8,6,,up 6.0,Casparius,Thompson,Phillips,2:50,"50,041",++++,41,16,3,0,3,8,,8月31日,Ohtani,ARIARI,W,5,1,0,0,1,2,0,0,1,0,0,1指,中本,中犠,一ゴ,二ゴ,三振,右直,
137,"Sunday, Sep 1",9月1日,LAD,Arizona Diamondbacks@AZL,ダイヤモンドバックス,L,3,14,,up 5.0,Pfaadt,Wrobleski,,2:38,"46,278",-,36,9,1,0,0,3,,9月1日,Ohtani,ARIARI,L,4,0,0,0,0,0,0,0,3,0,0,1指,空振,空振,三邪,三振,,,
138,"Monday, Sep 2",9月2日,LAD,Arizona Diamondbacks@AZW,ダイヤモンドバックス,W,11,6,,up 5.0,Flaherty,Rodr?guez,,3:25,"43,747",+,41,17,3,1,2,11,,9月2日,Ohtani,ARIARI,W,4,2,0,0,0,0,2,0,1,3,0,1指,右安,二ゴ,四球,右安,四球,三振,
139,"Tuesday, Sep 3",9月3日,LAD,Los Angeles Angels@LAAW,エンゼルス,W,6,2,10,up 5.5,Kopech,Contreras,,2:40,"44,731",++,36,6,0,1,1,6,,9月3日,Ohtani,LAALAA,W,4,1,0,1,0,1,1,0,2,0,0,1指,一ゴ,右3,三振,空振,敬遠,,
140,"Wednesday, Sep 4",9月4日,LAD,Los Angeles Angels@LAAL,エンゼルス,L,1,10,,up 4.5,Canning,Miller,,2:18,"44,822",-,30,6,0,0,0,1,,9月4日,Ohtani,LAALAA,L,4,0,0,0,0,0,0,0,1,0,0,1指,三飛,中飛,空振,三飛,,,
141,"Friday, Sep 6",9月6日,LAD,Cleveland GuardiansCLEL,ガーディアンズ,L,1,3,,up 4.0,Boyd,Knack,Clase,2:17,"45,318",--,32,6,2,0,1,1,,9月6日,Ohtani,CLECLE,L,4,2,0,0,1,1,0,0,1,0,0,1指,中飛,空振,中本,右安,,,
142,"Saturday, Sep 7",9月7日,LAD,Cleveland GuardiansCLEW,ガーディアンズ,W,7,2,,up 5.0,Honeywell,Williams,,2:34,"48,690",+,30,8,1,0,2,7,,9月7日,Ohtani,CLECLE,W,4,0,0,0,0,0,0,0,1,0,0,1指,遊ゴ,二ゴ,空振,左飛,,,
143,"Sunday, Sep 8",9月8日,LAD,Cleveland GuardiansCLEW,ガーディアンズ,W,4,0,,up 6.0,Flaherty,Bibee,,2:31,"44,207",++,32,9,1,1,2,4,,9月8日,Ohtani,CLECLE,W,4,2,0,0,1,1,0,0,1,0,0,1指,左飛,中安,右本,空振,,,
144,"Monday, Sep 9",9月9日,LAD,Chicago CubsCHCL,カブス,L,4,10,,up 5.5,Thompson,Buehler,,2:50,"50,495",-,35,10,0,0,1,4,,9月9日,Ohtani,CHCCHC,L,4,2,0,0,0,0,1,0,1,1,0,1指,遊飛,四球,中安,右安,空振,,
145,"Tuesday, Sep 10",9月10日,LAD,Chicago CubsCHCL,カブス,L,3,6,,up 4.5,Imanaga,Phillips,Hodge,2:36,"51,923",--,33,8,0,0,3,3,,9月10日,Ohtani,CHCCHC,L,4,0,0,0,0,0,0,0,0,0,0,1指,遊飛,一併,右飛,中飛,,,
146,"Wednesday, Sep 11",9月11日,LAD,Chicago CubsCHCW,カブス,W,10,8,,up 5.0,Vesia,Armstrong,Kopech,2:56,"48,691",+,36,12,1,0,5,10,,9月11日,Ohtani,CHCCHC,W,4,2,0,0,1,3,1,0,0,1,0,1指,中本,四球,中安,中飛,右飛,,
147,"Friday, Sep 13",9月13日,LAD,Atlanta Braves@ATLL,ブレーブス,L,2,6,,up 4.5,Schwellenbach,Knack,,2:26,"40,339",-,31,5,1,0,1,2,,9月13日,Ohtani,ATLATL,L,4,0,0,0,0,0,0,0,2,0,0,1指,中飛,空振,左飛,空振,,,
148,"Saturday, Sep 14",9月14日,LAD,Atlanta Braves@ATLL,ブレーブス,L,1,10,,up 3.5,Sale,Flaherty,,2:30,"42,732",--,32,7,3,0,0,1,,9月14日,Ohtani,ATLATL,L,2,0,0,0,0,0,1,0,1,0,0,1指,四球,三振,投ゴ,,,,
149,"Sunday, Sep 15",9月15日,LAD,Atlanta Braves@ATLW,ブレーブス,W,9,2,,up 3.5,Kopech,Iglesias,,2:42,"39,198",+,38,11,3,1,3,8,,9月15日,Ohtani,ATLATL,W,4,2,2,0,0,2,1,0,2,0,0,1指,空振,三振,右2,右2,敬遠,,
150,"Monday, Sep 16",9月16日,LAD,Atlanta Braves@ATLW,ブレーブス,W,9,0,,up 3.5,Phillips,Fried,,2:37,"37,109",++,30,4,1,0,1,8,,9月16日,Ohtani,ATLATL,W,4,0,0,0,0,2,1,0,2,0,0,1指,三振,四球,遊ゴ,二野,空振,,
151,"Tuesday, Sep 17",9月17日,LAD,Miami Marlins@MIAL,マーリンズ,L,9,11,,up 3.5,Veneziano,Grove,,2:57,"17,902",-,38,12,2,1,2,9,,9月17日,Ohtani,MIAMIA,L,5,1,0,0,1,2,0,0,3,0,0,1指,三振,右本,空振,空振,一ゴ,,
152,"Wednesday, Sep 18",9月18日,LAD,Miami Marlins@MIAW,マーリンズ,W,8,4,,up 3.5,Knack,Weathers,,2:48,"17,138",+,39,11,1,0,3,8,,9月18日,Ohtani,MIAMIA,W,5,1,0,0,0,0,0,0,2,1,0,1指,左安,遊飛,三振,右直,空振,,
153,"Thursday, Sep 19",9月19日,LAD,Miami Marlins@MIAW,マーリンズ,W,20,4,,up 4.0,Flaherty,Cabrera,,3:06,"17,560",++,39,16,3,0,3,19,,9月19日,Ohtani,MIAMIA,W,6,6,2,0,3,10,0,0,0,2,0,1指,右2,右安,中2,右本,左本,右本,
154,"Friday, Sep 20",9月20日,LAD,Colorado RockiesCOLW,ロッキーズ,W,6,4,,up 4.0,Vesia,Freeland,Kopech,2:21,"49,073",+++,32,9,1,0,3,6,,9月20日,Ohtani,COLCOL,W,4,3,0,0,1,2,0,0,1,1,0,1指,空振,中安,中本,一安,,,
155,"Saturday, Sep 21",9月21日,LAD,Colorado RockiesCOLL,ロッキーズ,L,3,6,,up 3.0,Vodnik,Buehler,Halvorsen,2:53,"52,267",-,33,7,0,0,1,3,,9月21日,Ohtani,COLCOL,L,3,1,0,0,0,0,1,1,1,1,0,1指,三ゴ,四球,三振,死球,中安,,
156,"Sunday, Sep 22",9月22日,LAD,Colorado RockiesCOLW,ロッキーズ,W-wo,6,5,,up 3.0,Treinen,Halvorsen,,2:53,"50,730",+,32,11,0,0,4,6,,9月22日,Ohtani,COLCOL,W,5,4,0,0,1,1,0,0,0,2,0,1指,左安,右安,一ゴ,右安,中本,,
157,"Tuesday, Sep 24",9月24日,LAD,San Diego PadresSDL,パドレス,L,2,4,,up 2.0,King,Knack,Suarez,2:44,"50,369",-,32,9,2,0,0,1,,9月24日,Ohtani,SDPSDP,L,3,1,1,0,0,0,1,0,1,0,0,1指,右2,四球,左飛,空振,,,
158,"Wednesday, Sep 25",9月25日,LAD,San Diego PadresSDW,パドレス,W,4,3,,up 3.0,Vesia,Estrada,Kopech,2:47,"52,310",+,30,8,3,0,0,4,,9月25日,Ohtani,SDPSDP,W,3,2,1,0,0,2,1,0,1,1,0,1指,四球,三振,右２,中安,,,
159,"Thursday, Sep 26",9月26日,LAD,San Diego PadresSDW,パドレス,W,7,2,,up 4.0,Banda,Scott,,2:29,"52,433",++,35,11,3,0,2,7,,9月26日,Ohtani,SDPSDP,W,5,3,1,0,0,1,0,0,0,0,0,1指,遊ゴ,一ゴ,右安,右安,左2,,
160,"Friday, Sep 27",9月27日,LAD,Colorado Rockies@COLW,ロッキーズ,W,11,4,,up 4.0,Casparius,Quantrill,,2:59,"48,750",+++,40,15,3,0,3,10,,9月27日,Ohtani,COLCOL,W,5,4,1,0,1,4,0,0,0,1,0,1指,遊ゴ,右安,右安,右本,左2,,
161,"Saturday, Sep 28",9月28日,LAD,Colorado Rockies@COLW,ロッキーズ,W,13,2,,up 4.0,Yamamoto,Senzatela,Wrobleski,2:53,"48,395",++++,42,18,4,0,2,12,,9月28日,Ohtani,COLCOL,W,5,2,0,0,0,0,1,0,0,1,0,1指,右安,遊ゴ,四球,右安,右直,二ゴ,
162,"Sunday, Sep 29",9月29日,LAD,Colorado Rockies@COLW,ロッキーズ,W,2,1,,up 5.0,Phillips,Vodnik,Henriquez,2:33,"48,320",+++++,31,5,0,0,1,1,,9月29日,Ohtani,COLCOL,W,4,1,0,0,0,0,0,0,0,1,0,1指,二ゴ,遊ゴ,二ゴ,右安,,,
